Unnamed: 0,home_team,away_team,result_full,result_ht,Match Excitement,Home Team Rating,Away Team Rating,home_possession,away_possession,Home Team Off Target Shots,home_shots_on_target,home_shots,home_tackles,home_corners,Home Team Throw Ins,Home Team Pass Success %,Home Team Aerials Won,home_clearances,home_fouls_conceded,home_yellow_cards,Home Team Second Yellow Cards,home_red_cards,away_shots,away_shots_on_target,away_shots,away_tackles,away_corners,Away Team Throw Ins,Away Team Pass Success %,Away Team Aerials Won,away_clearances,away_fouls_conceded,away_yellow_cards,Away Team Second Yellow Cards,away_red_cards,goal_home_ft,goal_away_ft,Home Team Goals Conceeded,Away Team Goals Conceeded,season,home_shots,sg_match_ft
2305,EIBAR,ATHLETIC,1-2,0-1,5.3,5.3,6.5,49,51,6.0,1.0,7.0,0.0,5.0,30.0,63.0,35.0,23.0,15.0,1.0,0.0,0.0,3.0,5.0,9.0,1.0,4.0,25.0,63.0,44.0,22.0,12.0,0.0,0.0,0.0,1,2,2,1,2020,7.0,-1
2306,ATLETICO MADRID,GRANADA,6-1,1-0,8.2,7.9,4.3,55,45,7.0,10.0,17.0,0.0,1.0,20.0,84.0,20.0,21.0,16.0,3.0,0.0,0.0,3.0,6.0,11.0,2.0,1.0,17.0,75.0,22.0,12.0,14.0,1.0,0.0,0.0,6,1,1,6,2020,17.0,5
2307,VALLADOLID,CELTA,1-1,0-1,4.0,6.2,6.2,54,46,5.0,4.0,10.0,1.0,4.0,32.0,74.0,10.0,8.0,26.0,3.0,0.0,0.0,3.0,1.0,5.0,1.0,1.0,24.0,71.0,21.0,32.0,17.0,4.0,0.0,0.0,1,1,1,1,2020,9.0,0
2308,CÁDIZ CF,SEVILLA FC,1-3,0-0,6.8,5.1,6.9,24,76,6.0,5.0,12.0,1.0,6.0,12.0,61.0,21.0,14.0,9.0,4.0,0.0,0.0,7.0,5.0,14.0,2.0,5.0,19.0,91.0,15.0,20.0,14.0,2.0,0.0,0.0,1,3,3,1,2020,11.0,-2
2309,BARCELONA,VILLARREAL,4-0,4-0,5.7,8.7,4.1,56,44,3.0,9.0,17.0,5.0,8.0,14.0,89.0,5.0,16.0,9.0,0.0,0.0,0.0,2.0,1.0,5.0,2.0,4.0,9.0,85.0,6.0,7.0,10.0,1.0,0.0,0.0,4,0,0,4,2020,12.0,4
2310,REAL SOCIEDAD,VALENCIA,0-1,0-0,3.4,5.6,6.5,65,35,5.0,3.0,11.0,3.0,9.0,19.0,83.0,22.0,8.0,16.0,1.0,0.0,0.0,1.0,5.0,9.0,3.0,3.0,13.0,71.0,18.0,27.0,15.0,5.0,0.0,0.0,0,1,1,0,2020,8.0,-1
2311,GETAFE,REAL BETIS,3-0,3-0,4.6,6.9,5.3,30,70,1.0,4.0,8.0,3.0,1.0,26.0,58.0,18.0,16.0,15.0,4.0,0.0,0.0,4.0,2.0,10.0,4.0,4.0,24.0,84.0,18.0,11.0,17.0,3.0,1.0,0.0,3,0,0,3,2020,5.0,3
2312,HUESCA,ATLETICO MADRID,0-0,0-0,3.1,7.0,5.7,37,63,4.0,3.0,9.0,2.0,5.0,13.0,76.0,17.0,22.0,13.0,1.0,0.0,0.0,7.0,2.0,16.0,7.0,7.0,23.0,86.0,19.0,9.0,10.0,0.0,0.0,0.0,0,0,0,0,2020,7.0,0
2313,VILLARREAL,ALAVÉS,3-1,2-1,5.6,7.3,5.1,59,41,4.0,6.0,10.0,0.0,2.0,24.0,83.0,9.0,10.0,11.0,0.0,0.0,0.0,5.0,3.0,8.0,0.0,0.0,21.0,75.0,21.0,18.0,13.0,2.0,0.0,0.0,3,1,1,3,2020,10.0,2
2314,EIBAR,ELCHE,0-1,0-1,3.1,5.3,6.8,61,39,7.0,4.0,12.0,1.0,3.0,34.0,84.0,18.0,6.0,9.0,2.0,0.0,0.0,1.0,2.0,5.0,2.0,2.0,27.0,66.0,19.0,27.0,14.0,2.0,0.0,0.0,0,1,1,0,2020,11.0,-1
2315,REAL MADRID,VALLADOLID,1-0,0-0,4.4,6.4,6.1,63,37,6.0,5.0,15.0,4.0,4.0,19.0,87.0,15.0,19.0,11.0,2.0,0.0,0.0,6.0,5.0,11.0,0.0,7.0,22.0,79.0,13.0,20.0,7.0,1.0,0.0,0.0,1,0,0,1,2020,11.0,1
2316,ATHLETIC,CÁDIZ CF,0-1,0-0,3.8,5.2,6.0,72,28,7.0,4.0,13.0,2.0,5.0,20.0,83.0,21.0,11.0,15.0,3.0,0.0,0.0,2.0,1.0,3.0,0.0,2.0,13.0,59.0,18.0,28.0,16.0,3.0,2.0,0.0,0,1,1,0,2020,11.0,-1
2317,SEVILLA FC,LEVANTE,1-0,0-0,3.3,6.5,5.5,65,35,11.0,2.0,16.0,3.0,2.0,16.0,88.0,14.0,7.0,14.0,6.0,0.0,0.0,2.0,1.0,3.0,0.0,4.0,22.0,76.0,9.0,14.0,17.0,2.0,0.0,0.0,1,0,0,1,2020,13.0,1
2318,CELTA,BARCELONA,0-3,0-1,6.2,4.9,7.3,44,56,2.0,3.0,10.0,5.0,3.0,15.0,81.0,5.0,10.0,22.0,5.0,0.0,0.0,2.0,4.0,7.0,1.0,7.0,17.0,86.0,5.0,15.0,10.0,4.0,1.0,0.0,0,3,3,0,2020,5.0,-3
2319,GRANADA,OSASUNA,2-0,2-0,3.7,6.3,5.4,40,60,2.0,2.0,9.0,5.0,4.0,25.0,58.0,24.0,23.0,16.0,1.0,0.0,0.0,6.0,3.0,15.0,6.0,4.0,29.0,75.0,26.0,12.0,17.0,4.0,0.0,0.0,2,0,0,2,2020,4.0,2
2320,VALLADOLID,EIBAR,1-2,1-1,6.0,4.7,6.0,53,47,4.0,3.0,9.0,2.0,3.0,23.0,69.0,12.0,15.0,11.0,2.0,0.0,0.0,5.0,5.0,11.0,1.0,4.0,24.0,65.0,23.0,14.0,21.0,3.0,0.0,1.0,1,2,2,1,2020,7.0,-1
2321,ATLETICO MADRID,VILLARREAL,0-0,0-0,2.4,6.4,6.9,54,46,7.0,1.0,13.0,6.0,9.0,16.0,87.0,8.0,16.0,11.0,1.0,0.0,0.0,4.0,2.0,6.0,0.0,1.0,17.0,84.0,13.0,33.0,7.0,2.0,0.0,0.0,0,0,0,0,2020,8.0,0
2322,REAL SOCIEDAD,GETAFE,3-0,1-0,4.7,7.7,4.4,53,47,2.0,6.0,11.0,3.0,5.0,30.0,69.0,25.0,14.0,21.0,3.0,0.0,0.0,2.0,1.0,5.0,2.0,4.0,26.0,64.0,22.0,18.0,13.0,3.0,0.0,0.0,3,0,0,3,2020,8.0,3
2323,ELCHE,HUESCA,0-0,0-0,2.2,6.3,6.4,51,49,2.0,0.0,2.0,0.0,0.0,19.0,83.0,8.0,21.0,8.0,0.0,0.0,0.0,10.0,4.0,18.0,4.0,5.0,14.0,86.0,8.0,7.0,26.0,2.0,0.0,0.0,0,0,0,0,2020,2.0,0
2324,VALENCIA,REAL BETIS,0-2,0-1,4.5,5.0,7.4,47,53,1.0,2.0,5.0,2.0,4.0,19.0,81.0,17.0,16.0,11.0,2.0,0.0,0.0,6.0,8.0,17.0,3.0,7.0,26.0,84.0,11.0,10.0,14.0,2.0,0.0,0.0,0,2,2,0,2020,3.0,-2
2325,OSASUNA,CELTA,2-0,1-0,4.1,6.9,5.5,39,61,8.0,5.0,13.0,1.0,6.0,26.0,69.0,20.0,12.0,19.0,3.0,0.0,0.0,5.0,3.0,9.0,1.0,5.0,25.0,79.0,21.0,20.0,10.0,3.0,0.0,0.0,2,0,0,2,2020,13.0,2
2326,ALAVÉS,ATHLETIC,1-0,0-0,2.8,6.3,5.3,41,59,4.0,3.0,8.0,1.0,0.0,20.0,66.0,23.0,31.0,20.0,1.0,1.0,0.0,7.0,1.0,8.0,1.0,6.0,29.0,74.0,27.0,13.0,17.0,3.0,0.0,0.0,1,0,0,1,2020,7.0,1
2327,LEVANTE,REAL MADRID,0-2,0-1,5.2,5.8,7.3,45,55,6.0,4.0,11.0,1.0,4.0,15.0,81.0,7.0,19.0,14.0,2.0,0.0,0.0,6.0,3.0,13.0,4.0,6.0,25.0,84.0,8.0,14.0,8.0,1.0,0.0,0.0,0,2,2,0,2020,10.0,-2
2328,CÁDIZ CF,GRANADA,1-1,0-1,5.5,6.6,6.3,41,59,6.0,4.0,14.0,4.0,2.0,19.0,73.0,20.0,18.0,16.0,2.0,0.0,0.0,4.0,5.0,13.0,4.0,5.0,26.0,79.0,13.0,9.0,16.0,2.0,0.0,0.0,1,1,1,1,2020,10.0,0
2329,BARCELONA,SEVILLA FC,1-1,1-1,5.0,6.6,6.8,54,46,5.0,5.0,12.0,2.0,6.0,21.0,89.0,7.0,2.0,11.0,1.0,0.0,0.0,10.0,1.0,13.0,2.0,5.0,11.0,87.0,11.0,18.0,18.0,1.0,0.0,0.0,1,1,1,1,2020,10.0,0
2330,GRANADA,SEVILLA FC,1-0,0-0,3.8,6.3,5.6,51,49,2.0,3.0,13.0,8.0,5.0,25.0,80.0,14.0,4.0,16.0,4.0,0.0,0.0,3.0,3.0,8.0,2.0,1.0,18.0,79.0,17.0,19.0,11.0,3.0,1.0,0.0,1,0,0,1,2020,5.0,1
2331,CELTA,ATLETICO MADRID,0-2,0-1,5.6,5.5,6.5,52,48,8.0,5.0,15.0,2.0,8.0,7.0,79.0,13.0,9.0,16.0,3.0,0.0,0.0,4.0,4.0,9.0,1.0,4.0,23.0,80.0,14.0,9.0,18.0,4.0,0.0,0.0,0,2,2,0,2020,13.0,-2
2332,REAL MADRID,CÁDIZ CF,0-1,0-1,4.0,5.0,7.7,75,25,8.0,2.0,14.0,4.0,4.0,24.0,88.0,15.0,13.0,7.0,2.0,0.0,0.0,9.0,5.0,14.0,0.0,11.0,13.0,58.0,20.0,25.0,5.0,0.0,0.0,0.0,0,1,1,0,2020,10.0,-1
2333,GETAFE,BARCELONA,1-0,0-0,3.9,6.8,5.4,27,73,4.0,4.0,9.0,1.0,7.0,17.0,58.0,10.0,9.0,20.0,4.0,0.0,0.0,5.0,1.0,7.0,1.0,2.0,13.0,87.0,22.0,15.0,10.0,3.0,0.0,0.0,1,0,0,1,2020,8.0,1
2334,EIBAR,OSASUNA,0-0,0-0,2.9,6.1,5.6,52,48,1.0,6.0,10.0,3.0,6.0,26.0,63.0,31.0,23.0,14.0,2.0,0.0,0.0,4.0,2.0,8.0,2.0,7.0,33.0,61.0,42.0,25.0,14.0,2.0,1.0,0.0,0,0,0,0,2020,7.0,0
2335,ATHLETIC,LEVANTE,2-0,0-0,4.1,7.0,5.4,52,48,6.0,5.0,14.0,3.0,9.0,28.0,80.0,19.0,15.0,11.0,3.0,0.0,0.0,3.0,1.0,6.0,2.0,3.0,20.0,77.0,9.0,20.0,10.0,1.0,0.0,0.0,2,0,0,2,2020,11.0,2
2336,VILLARREAL,VALENCIA,2-1,1-1,6.2,6.6,5.5,62,38,7.0,6.0,16.0,3.0,3.0,14.0,89.0,7.0,13.0,13.0,3.0,1.0,0.0,5.0,3.0,11.0,3.0,7.0,11.0,83.0,10.0,20.0,8.0,1.0,0.0,0.0,2,1,1,2,2020,13.0,1
2337,HUESCA,VALLADOLID,2-2,0-1,7.2,6.9,5.4,66,34,3.0,7.0,12.0,2.0,3.0,23.0,83.0,24.0,14.0,14.0,1.0,0.0,0.0,1.0,3.0,5.0,1.0,1.0,18.0,66.0,16.0,31.0,24.0,2.0,0.0,0.0,2,2,2,2,2020,10.0,0
2338,ALAVÉS,ELCHE,0-2,0-1,4.7,5.1,7.5,46,54,7.0,2.0,13.0,4.0,2.0,19.0,83.0,13.0,15.0,11.0,2.0,0.0,0.0,1.0,3.0,7.0,3.0,6.0,14.0,82.0,7.0,14.0,11.0,5.0,0.0,0.0,0,2,2,0,2020,9.0,-2
2339,REAL BETIS,REAL SOCIEDAD,0-3,0-1,5.0,4.3,7.9,55,45,4.0,1.0,7.0,2.0,6.0,18.0,78.0,30.0,11.0,11.0,2.0,0.0,0.0,2.0,5.0,8.0,1.0,2.0,24.0,72.0,20.0,7.0,18.0,1.0,0.0,0.0,0,3,3,0,2020,5.0,-3
2340,ELCHE,VALENCIA,2-1,2-0,5.2,7.2,5.7,47,53,0.0,2.0,3.0,1.0,0.0,30.0,83.0,12.0,17.0,15.0,3.0,0.0,0.0,6.0,4.0,14.0,4.0,7.0,17.0,87.0,6.0,8.0,8.0,2.0,0.0,0.0,2,1,1,2,2020,2.0,1
2341,BARCELONA,REAL MADRID,1-3,1-1,7.4,4.8,8.4,52,48,2.0,4.0,10.0,4.0,7.0,16.0,89.0,7.0,12.0,11.0,3.0,0.0,0.0,4.0,9.0,15.0,2.0,7.0,9.0,88.0,7.0,20.0,13.0,2.0,0.0,0.0,1,3,3,1,2020,6.0,-2
2342,OSASUNA,ATHLETIC,1-0,0-0,3.3,6.2,5.8,40,60,3.0,2.0,7.0,2.0,2.0,14.0,68.0,36.0,29.0,18.0,3.0,0.0,0.0,4.0,5.0,13.0,4.0,5.0,39.0,76.0,29.0,10.0,10.0,2.0,0.0,0.0,1,0,0,1,2020,5.0,1
2343,SEVILLA FC,EIBAR,0-1,0-1,3.1,6.6,6.6,71,29,14.0,3.0,21.0,4.0,13.0,37.0,86.0,12.0,11.0,11.0,0.0,0.0,0.0,1.0,1.0,3.0,1.0,3.0,16.0,69.0,29.0,33.0,12.0,3.0,0.0,0.0,0,1,1,0,2020,17.0,-1
2344,ATLETICO MADRID,REAL BETIS,2-0,0-0,5.5,7.1,5.7,40,60,6.0,6.0,13.0,1.0,8.0,15.0,76.0,16.0,21.0,19.0,2.0,0.0,0.0,3.0,3.0,12.0,6.0,5.0,18.0,87.0,13.0,10.0,12.0,0.0,0.0,1.0,2,0,0,2,2020,12.0,2
2345,VALLADOLID,ALAVÉS,0-2,0-0,4.2,5.0,7.0,44,56,3.0,1.0,5.0,1.0,2.0,34.0,71.0,15.0,15.0,9.0,1.0,0.0,1.0,8.0,4.0,14.0,2.0,4.0,23.0,78.0,26.0,13.0,7.0,0.0,0.0,0.0,0,2,2,0,2020,4.0,-2
2346,CÁDIZ CF,VILLARREAL,0-0,0-0,1.8,6.1,6.5,23,77,4.0,1.0,5.0,1.0,0.0,24.0,65.0,15.0,21.0,15.0,2.0,0.0,0.0,3.0,2.0,7.0,2.0,5.0,20.0,88.0,14.0,17.0,7.0,2.0,0.0,0.0,0,0,0,0,2020,5.0,0
2347,GETAFE,GRANADA,0-1,0-1,2.9,4.9,6.4,65,35,3.0,1.0,10.0,6.0,6.0,38.0,69.0,35.0,9.0,19.0,4.0,0.0,0.0,2.0,2.0,5.0,1.0,1.0,24.0,44.0,37.0,36.0,23.0,2.0,0.0,0.0,0,1,1,0,2020,4.0,-1
2348,REAL SOCIEDAD,HUESCA,4-1,1-0,5.5,7.3,4.9,52,48,6.0,6.0,13.0,1.0,4.0,24.0,80.0,17.0,8.0,12.0,2.0,0.0,0.0,0.0,4.0,6.0,2.0,5.0,30.0,77.0,18.0,12.0,11.0,1.0,0.0,0.0,4,1,1,4,2020,12.0,3
2349,LEVANTE,CELTA,1-1,0-0,3.9,6.5,6.4,59,41,4.0,3.0,10.0,3.0,3.0,20.0,80.0,8.0,13.0,11.0,2.0,0.0,0.0,3.0,3.0,11.0,5.0,2.0,27.0,70.0,10.0,19.0,19.0,2.0,0.0,0.0,1,1,1,1,2020,7.0,0
2350,EIBAR,CÁDIZ CF,0-2,0-2,3.7,5.0,7.3,73,27,5.0,3.0,9.0,1.0,7.0,33.0,82.0,30.0,9.0,10.0,1.0,0.0,0.0,2.0,4.0,6.0,0.0,2.0,27.0,46.0,25.0,29.0,10.0,1.0,0.0,0.0,0,2,2,0,2020,8.0,-2
2351,REAL MADRID,HUESCA,4-1,2-0,6.1,7.5,5.3,59,41,3.0,6.0,13.0,4.0,6.0,28.0,89.0,4.0,11.0,16.0,0.0,0.0,0.0,6.0,2.0,9.0,1.0,3.0,14.0,86.0,8.0,15.0,9.0,2.0,0.0,0.0,4,1,1,4,2020,9.0,3
2352,ATHLETIC,SEVILLA FC,2-1,0-1,5.7,6.1,5.5,46,54,4.0,5.0,16.0,7.0,6.0,33.0,77.0,14.0,9.0,17.0,5.0,0.0,0.0,3.0,3.0,7.0,1.0,1.0,15.0,82.0,18.0,14.0,19.0,5.0,0.0,0.0,2,1,1,2,2020,9.0,1
2353,OSASUNA,ATLETICO MADRID,1-3,0-1,6.7,4.5,7.1,45,55,4.0,3.0,8.0,1.0,3.0,25.0,72.0,21.0,7.0,12.0,1.0,0.0,0.0,4.0,6.0,11.0,1.0,2.0,16.0,81.0,20.0,20.0,10.0,2.0,0.0,0.0,1,3,3,1,2020,7.0,-2
2354,ALAVÉS,BARCELONA,1-1,1-0,5.5,5.6,7.4,20,80,1.0,3.0,4.0,0.0,2.0,15.0,65.0,9.0,28.0,16.0,3.0,1.0,0.0,8.0,9.0,25.0,8.0,14.0,24.0,90.0,8.0,7.0,4.0,3.0,0.0,0.0,1,1,1,1,2020,4.0,0
2355,REAL BETIS,ELCHE,3-1,2-0,6.1,7.2,4.9,60,40,5.0,10.0,17.0,2.0,1.0,20.0,90.0,5.0,2.0,13.0,2.0,0.0,0.0,2.0,2.0,4.0,0.0,1.0,17.0,87.0,8.0,11.0,12.0,1.0,0.0,0.0,3,1,1,3,2020,15.0,2
2356,CELTA,REAL SOCIEDAD,1-4,0-2,6.1,4.5,7.8,45,55,5.0,2.0,9.0,2.0,2.0,19.0,77.0,8.0,7.0,19.0,1.0,1.0,0.0,1.0,7.0,9.0,1.0,3.0,23.0,82.0,11.0,6.0,16.0,5.0,0.0,0.0,1,4,4,1,2020,7.0,-3
2357,GRANADA,LEVANTE,1-1,1-1,4.2,5.7,6.4,28,72,3.0,2.0,5.0,0.0,2.0,20.0,63.0,15.0,35.0,7.0,2.0,0.0,1.0,10.0,4.0,19.0,5.0,8.0,20.0,85.0,23.0,12.0,14.0,3.0,0.0,0.0,1,1,1,1,2020,5.0,0
2358,VALENCIA,GETAFE,2-2,1-0,8.7,5.6,5.4,39,61,4.0,5.0,9.0,1.0,0.0,13.0,65.0,37.0,25.0,18.0,7.0,1.0,0.0,8.0,5.0,16.0,3.0,3.0,28.0,77.0,27.0,5.0,25.0,4.0,1.0,0.0,2,2,2,2,2020,9.0,0
2359,VILLARREAL,VALLADOLID,2-0,2-0,5.4,7.4,5.2,60,40,3.0,5.0,11.0,3.0,6.0,17.0,84.0,24.0,21.0,13.0,1.0,0.0,0.0,5.0,1.0,11.0,5.0,4.0,18.0,77.0,15.0,13.0,13.0,3.0,0.0,0.0,2,0,0,2,2020,8.0,2
2360,ELCHE,CELTA,1-1,1-1,4.9,6.2,6.1,51,49,5.0,1.0,8.0,2.0,3.0,21.0,84.0,12.0,5.0,18.0,3.0,0.0,0.0,7.0,6.0,14.0,1.0,3.0,20.0,84.0,13.0,15.0,12.0,4.0,0.0,0.0,1,1,1,1,2020,6.0,0
2361,HUESCA,EIBAR,1-1,0-1,4.6,6.4,5.6,59,41,8.0,6.0,14.0,0.0,4.0,31.0,78.0,21.0,21.0,16.0,2.0,0.0,0.0,4.0,3.0,8.0,1.0,3.0,26.0,71.0,15.0,26.0,30.0,0.0,0.0,0.0,1,1,1,1,2020,14.0,0
2362,BARCELONA,REAL BETIS,5-2,1-1,9.7,7.7,4.1,60,40,7.0,9.0,18.0,2.0,9.0,8.0,89.0,5.0,8.0,8.0,2.0,0.0,0.0,4.0,6.0,12.0,2.0,5.0,15.0,82.0,6.0,11.0,10.0,2.0,0.0,1.0,5,2,2,5,2020,16.0,3
2363,SEVILLA FC,OSASUNA,1-0,0-0,3.1,6.4,5.6,67,33,6.0,1.0,9.0,2.0,3.0,28.0,85.0,26.0,14.0,11.0,2.0,0.0,0.0,5.0,2.0,10.0,3.0,0.0,19.0,72.0,26.0,18.0,19.0,3.0,0.0,0.0,1,0,0,1,2020,7.0,1
2364,ATLETICO MADRID,CÁDIZ CF,4-0,2-0,5.8,7.9,5.1,67,33,5.0,7.0,17.0,5.0,2.0,10.0,91.0,18.0,18.0,10.0,1.0,0.0,0.0,6.0,3.0,10.0,1.0,7.0,18.0,78.0,10.0,11.0,9.0,1.0,0.0,0.0,4,0,0,4,2020,12.0,4
2365,GETAFE,VILLARREAL,1-3,1-2,5.7,4.9,7.1,44,56,2.0,5.0,13.0,6.0,3.0,35.0,74.0,24.0,12.0,18.0,3.0,0.0,0.0,2.0,5.0,9.0,2.0,3.0,16.0,76.0,21.0,22.0,11.0,4.0,0.0,0.0,1,3,3,1,2020,7.0,-2
2366,REAL SOCIEDAD,GRANADA,2-0,2-0,5.3,7.3,3.6,73,27,9.0,9.0,22.0,4.0,15.0,15.0,86.0,24.0,8.0,8.0,2.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,17.0,65.0,15.0,30.0,11.0,1.0,0.0,0.0,2,0,0,2,2020,18.0,2
2367,LEVANTE,ALAVÉS,1-1,0-1,4.9,6.9,5.6,72,28,9.0,5.0,18.0,4.0,12.0,23.0,84.0,13.0,5.0,12.0,1.0,0.0,0.0,1.0,2.0,6.0,3.0,1.0,16.0,67.0,19.0,32.0,16.0,5.0,1.0,0.0,1,1,1,1,2020,14.0,0
2368,VALLADOLID,ATHLETIC,2-1,1-0,5.7,6.0,5.4,30,70,3.0,4.0,7.0,0.0,2.0,12.0,67.0,16.0,25.0,23.0,4.0,0.0,0.0,7.0,2.0,17.0,8.0,11.0,32.0,82.0,22.0,10.0,11.0,2.0,0.0,0.0,2,1,1,2,2020,7.0,1
2369,VALENCIA,REAL MADRID,4-1,2-1,6.8,7.4,4.6,35,65,3.0,4.0,7.0,0.0,1.0,11.0,78.0,8.0,30.0,13.0,3.0,0.0,0.0,10.0,6.0,16.0,0.0,8.0,22.0,90.0,14.0,5.0,14.0,2.0,0.0,0.0,4,1,1,4,2020,7.0,3
2370,OSASUNA,HUESCA,1-1,0-1,4.7,5.8,6.5,55,45,10.0,7.0,18.0,1.0,4.0,25.0,75.0,25.0,11.0,14.0,2.0,0.0,0.0,1.0,5.0,6.0,0.0,3.0,17.0,71.0,23.0,24.0,15.0,3.0,0.0,0.0,1,1,1,1,2020,17.0,0
2371,LEVANTE,ELCHE,1-1,1-0,4.9,6.0,7.2,43,57,4.0,5.0,13.0,4.0,5.0,23.0,82.0,7.0,11.0,15.0,1.0,0.0,0.0,1.0,5.0,11.0,5.0,4.0,18.0,85.0,7.0,14.0,11.0,4.0,0.0,0.0,1,1,1,1,2020,9.0,0
2372,VILLARREAL,REAL MADRID,1-1,0-1,3.9,6.7,6.4,47,53,6.0,1.0,13.0,6.0,4.0,11.0,89.0,3.0,8.0,16.0,1.0,0.0,0.0,1.0,1.0,6.0,5.0,2.0,21.0,89.0,7.0,11.0,14.0,2.0,0.0,0.0,1,1,1,1,2020,7.0,0
2373,SEVILLA FC,CELTA,4-2,2-2,9.1,6.8,5.3,57,43,4.0,10.0,15.0,1.0,3.0,26.0,86.0,20.0,10.0,14.0,2.0,0.0,0.0,2.0,7.0,10.0,1.0,2.0,20.0,79.0,19.0,22.0,20.0,2.0,0.0,0.0,4,2,2,4,2020,14.0,2
2374,ATLETICO MADRID,BARCELONA,1-0,1-0,4.1,6.5,6.5,46,54,4.0,2.0,9.0,3.0,8.0,19.0,85.0,8.0,18.0,12.0,4.0,0.0,0.0,4.0,4.0,13.0,5.0,8.0,13.0,89.0,11.0,14.0,6.0,0.0,0.0,0.0,1,0,0,1,2020,6.0,1
2375,EIBAR,GETAFE,0-0,0-0,3.1,5.6,5.6,51,49,8.0,5.0,14.0,1.0,3.0,22.0,59.0,32.0,13.0,16.0,2.0,1.0,0.0,4.0,3.0,8.0,1.0,4.0,30.0,54.0,26.0,18.0,22.0,4.0,0.0,0.0,0,0,0,0,2020,13.0,0
2376,CÁDIZ CF,REAL SOCIEDAD,0-1,0-0,2.5,5.9,6.3,32,68,2.0,0.0,2.0,0.0,1.0,26.0,63.0,16.0,15.0,14.0,2.0,0.0,0.0,7.0,4.0,14.0,3.0,6.0,18.0,83.0,16.0,10.0,14.0,1.0,0.0,0.0,0,1,1,0,2020,2.0,-1
2377,GRANADA,VALLADOLID,1-3,0-1,6.1,4.8,6.5,59,41,8.0,6.0,16.0,2.0,5.0,32.0,75.0,23.0,9.0,16.0,4.0,0.0,0.0,5.0,3.0,9.0,1.0,3.0,16.0,64.0,25.0,19.0,14.0,3.0,0.0,0.0,1,3,3,1,2020,14.0,-2
2378,ALAVÉS,VALENCIA,2-2,2-0,6.8,6.1,6.4,34,66,0.0,3.0,13.0,10.0,4.0,12.0,68.0,13.0,17.0,21.0,1.0,0.0,0.0,7.0,5.0,13.0,1.0,5.0,20.0,85.0,9.0,14.0,16.0,1.0,0.0,0.0,2,2,2,2,2020,3.0,0
2379,ATHLETIC,REAL BETIS,4-0,2-0,5.2,8.8,4.7,40,60,2.0,9.0,14.0,3.0,6.0,25.0,77.0,16.0,20.0,16.0,0.0,0.0,0.0,0.0,1.0,7.0,6.0,3.0,18.0,85.0,10.0,22.0,8.0,0.0,0.0,0.0,4,0,0,4,2020,11.0,4
2380,VALLADOLID,LEVANTE,1-1,0-0,4.4,5.8,6.2,35,65,6.0,4.0,10.0,0.0,3.0,22.0,67.0,13.0,30.0,18.0,0.0,0.0,0.0,7.0,3.0,10.0,0.0,11.0,20.0,80.0,14.0,16.0,11.0,3.0,0.0,0.0,1,1,1,1,2020,10.0,0
2381,ELCHE,CÁDIZ CF,1-1,1-0,4.3,5.8,6.6,47,53,1.0,3.0,4.0,0.0,1.0,12.0,82.0,26.0,29.0,16.0,5.0,1.0,0.0,2.0,2.0,6.0,2.0,9.0,15.0,86.0,10.0,7.0,15.0,2.0,0.0,0.0,1,1,1,1,2020,4.0,0
2382,VALENCIA,ATLETICO MADRID,0-1,0-0,3.7,5.5,6.7,33,67,1.0,2.0,5.0,2.0,2.0,18.0,73.0,15.0,24.0,12.0,2.0,0.0,0.0,7.0,6.0,14.0,1.0,7.0,15.0,85.0,13.0,5.0,15.0,5.0,0.0,0.0,0,1,1,0,2020,3.0,-1
2383,HUESCA,SEVILLA FC,0-1,0-0,3.3,5.4,6.5,32,68,2.0,1.0,5.0,2.0,1.0,22.0,70.0,10.0,16.0,14.0,4.0,0.0,0.0,9.0,4.0,16.0,3.0,10.0,30.0,85.0,27.0,16.0,9.0,3.0,0.0,0.0,0,1,1,0,2020,3.0,-1
2384,REAL MADRID,ALAVÉS,1-2,0-1,7.6,6.0,6.7,68,32,10.0,9.0,20.0,1.0,12.0,22.0,88.0,11.0,5.0,8.0,2.0,0.0,0.0,1.0,6.0,11.0,4.0,9.0,14.0,77.0,18.0,33.0,17.0,3.0,0.0,0.0,1,2,2,1,2020,19.0,-1
2385,BARCELONA,OSASUNA,4-0,2-0,6.4,8.5,4.9,72,28,7.0,11.0,20.0,2.0,5.0,16.0,91.0,12.0,16.0,8.0,1.0,0.0,0.0,3.0,5.0,10.0,2.0,3.0,10.0,78.0,15.0,20.0,12.0,0.0,0.0,0.0,4,0,0,4,2020,18.0,4
2386,GETAFE,ATHLETIC,1-1,0-1,3.9,6.0,5.6,52,48,7.0,3.0,11.0,1.0,3.0,26.0,64.0,20.0,10.0,16.0,2.0,0.0,0.0,3.0,2.0,5.0,0.0,2.0,32.0,60.0,30.0,21.0,23.0,4.0,0.0,0.0,1,1,1,1,2020,10.0,0
2387,CELTA,GRANADA,3-1,1-1,6.7,6.9,4.7,68,32,7.0,8.0,17.0,2.0,8.0,15.0,84.0,28.0,2.0,14.0,5.0,0.0,1.0,6.0,2.0,9.0,1.0,0.0,19.0,67.0,16.0,20.0,13.0,3.0,0.0,0.0,3,1,1,3,2020,15.0,2
